tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,jpg_url,breed,conf,favorite_count,retweet_count,retweeted_status,rating
667495797102141441,2015-11-20 00:12:54,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://twitter.com/dog_rates/status/667495797102141441/photo/1,9,10,philippe,None,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,chihuahua,0.143957,527.0,276.0,Not a Retweet,0.9
667502640335572993,2015-11-20 00:40:05,Twitter Web Client,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,https://twitter.com/dog_rates/status/667502640335572993/photo/1,11,10,hall,None,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,labrador retriever,0.996709,538.0,222.0,Not a Retweet,1.1
667517642048163840,2015-11-20 01:39:42,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://twitter.com/dog_rates/status/667517642048163840/photo/1,8,10,dook,None,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,italian greyhound,0.125176,371.0,196.0,Not a Retweet,0.8
667524857454854144,2015-11-20 02:08:22,Twitter Web Client,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,https://twitter.com/dog_rates/status/667524857454854144/photo/1,12,10,none,None,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,chesapeake bay retriever,0.08812239999999999,1721.0,1131.0,Not a Retweet,1.2
667530908589760512,2015-11-20 02:32:25,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/667530908589760512/photo/1,10,10,naphaniel,None,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden retriever,0.633037,475.0,245.0,Not a Retweet,1.0
667534815156183040,2015-11-20 02:47:56,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://twitter.com/dog_rates/status/667534815156183040/photo/1,8,10,frank,None,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,pembroke,0.435254,828.0,551.0,Not a Retweet,0.8
667538891197542400,2015-11-20 03:04:08,Twitter Web Client,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",https://twitter.com/dog_rates/status/667538891197542400/photo/1,9,10,a,None,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,yorkshire terrier,0.618957,208.0,66.0,Not a Retweet,0.9
667544320556335104,2015-11-20 03:25:43,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/667544320556335104/photo/1,10,10,kial,None,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,pomeranian,0.412893,878.0,533.0,Not a Retweet,1.0
667546741521195010,2015-11-20 03:35:20,Twitter Web Client,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://twitter.com/dog_rates/status/667546741521195010/photo/1,9,10,george,None,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy poodle,0.787424,337.0,127.0,Not a Retweet,0.9
667728196545200128,2015-11-20 15:36:22,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/667728196545200128/photo/1,11,10,olive,None,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,0.360159,380.0,152.0,Not a Retweet,1.1
667773195014021121,2015-11-20 18:35:10,Twitter Web Client,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,https://twitter.com/dog_rates/status/667773195014021121/photo/1,8,10,a,None,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,west highland white terrier,0.360465,239.0,58.0,Not a Retweet,0.8
667793409583771648,2015-11-20 19:55:30,Twitter for iPhone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://twitter.com/dog_rates/status/667793409583771648/photo/1,8,10,none,None,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,dalmatian,0.5350729999999999,708.0,336.0,Not a Retweet,0.8
667801013445750784,2015-11-20 20:25:43,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/667801013445750784/photo/1,12,10,none,None,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,flat-coated retriever,0.508392,333.0,97.0,Not a Retweet,1.2
667806454573760512,2015-11-20 20:47:20,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/667806454573760512/photo/1,10,10,filup,None,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,chihuahua,0.187155,1069.0,508.0,Not a Retweet,1.0
667832474953625600,2015-11-20 22:30:44,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/667832474953625600/photo/1,12,10,none,None,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature pinscher,0.2142,292.0,63.0,Not a Retweet,1.2
667861340749471744,2015-11-21 00:25:26,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,9,10,a,None,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,0.967275,245.0,78.0,Not a Retweet,0.9
667878741721415682,2015-11-21 01:34:35,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2,10,tedrick,None,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,miniature pinscher,0.106003,397.0,122.0,Not a Retweet,0.2
667885044254572545,2015-11-21 01:59:37,Twitter for iPhone,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10,10,stu,None,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,0.0885297,832.0,499.0,Not a Retweet,1.0
667886921285246976,2015-11-21 02:07:05,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11,10,erik,None,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,pomeranian,0.8004319999999999,1912.0,1117.0,Not a Retweet,1.1
667902449697558528,2015-11-21 03:08:47,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,9,10,cleopatricia,None,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,norwegian elkhound,0.298881,859.0,385.0,Not a Retweet,0.9
667915453470232577,2015-11-21 04:00:28,Twitter for iPhone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,10,10,otis,None,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,boxer,0.196655,215.0,58.0,Not a Retweet,1.0
667491009379606528,2015-11-19 23:53:52,Twitter Web Client,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,https://twitter.com/dog_rates/status/667491009379606528/photo/1,7,10,none,None,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,borzoi,0.852088,537.0,232.0,Not a Retweet,0.7
667924896115245057,2015-11-21 04:37:59,Twitter for iPhone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,9,10,jiminy,None,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,labrador retriever,0.209051,307.0,113.0,Not a Retweet,0.9
667470559035432960,2015-11-19 22:32:36,Twitter Web Client,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,https://twitter.com/dog_rates/status/667470559035432960/photo/1,11,10,a,None,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,toy poodle,0.304175,259.0,100.0,Not a Retweet,1.1
667453023279554560,2015-11-19 21:22:56,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/667453023279554560/photo/1,11,10,cupcake,None,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,labrador retriever,0.8256700000000001,315.0,91.0,Not a Retweet,1.1
666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,carll,None,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,rottweiler,0.0624899,247.0,94.0,Not a Retweet,1.0
667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,none,None,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden retriever,0.765266,186.0,51.0,Not a Retweet,1.2
667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10,10,keet,None,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,chesapeake bay retriever,0.825678,220.0,55.0,Not a Retweet,1.0
